NestID,DateTime,DateTime_hack,LW,RW,Date_hack,LW_corr,RW_corr,LW_assn,RW_assn
1.000000,2003-03-05 16:40:00,2003-03-06 04:40:00,A,A,2003-03-06,A,B,A,B
1.000000,2003-03-06 18:09:00,2003-03-07 06:09:00,A,A,2003-03-07,B,A,B,A
1.000000,2003-03-07 15:02:00,2003-03-08 03:02:00,A,A,2003-03-08,A,A,A,A
2.000000,2003-02-08 09:15:00,2003-02-08 21:15:00,A,A,2003-02-08,A,A,A,A
2.000000,2003-02-08 16:47:00,2003-02-09 04:47:00,A,A,2003-02-09,D,D,B,A
2.000000,2003-02-09 16:08:00,2003-02-10 04:08:00,A,A,2003-02-10,B,A,B,A
2.000000,2003-02-10 16:10:00,2003-02-11 04:10:00,A,A,2003-02-11,B,A,B,A
2.000000,2003-02-11 16:28:00,2003-02-12 04:28:00,A,A,2003-02-12,B,A,B,A
2.000000,2003-02-12 16:45:00,2003-02-13 04:45:00,A,A,2003-02-13,B,A,B,A
2.000000,2003-02-13 16:10:00,2003-02-14 04:10:00,A,A,2003-02-14,A,A,A,A
2.000000,2003-02-14 16:05:00,2003-02-15 04:05:00,A,A,2003-02-15,A,B,A,B
2.000000,2003-02-15 16:10:00,2003-02-16 04:10:00,A,A,2003-02-16,A,B,A,B
2.000000,2003-02-16 15:48:00,2003-02-17 03:48:00,A,A,2003-02-17,A,B,A,B
2.000000,2003-02-17 16:08:00,2003-02-18 04:08:00,A,A,2003-02-18,A,A,A,A
2.000000,2003-02-18 16:01:00,2003-02-19 04:01:00,A,A,2003-02-19,A,B,A,B
2.000000,2003-02-19 15:45:00,2003-02-20 03:45:00,A,A,2003-02-20,A,A,A,A
2.000000,2003-02-20 16:00:00,2003-02-21 04:00:00,A,A,2003-02-21,B,A,B,A
2.000000,2003-02-21 17:11:00,2003-02-22 05:11:00,A,A,2003-02-22,A,A,A,A
2.000000,2003-02-22 17:29:00,2003-02-23 05:29:00,A,A,2003-02-23,A,A,A,A
2.000000,2003-02-23 15:35:00,2003-02-24 03:35:00,A,A,2003-02-24,A,A,A,A
2.000000,2003-02-24 18:04:00,2003-02-25 06:04:00,A,A,2003-02-25,A,A,A,A
2.000000,2003-02-25 17:10:00,2003-02-26 05:10:00,A,A,2003-02-26,D,D,A,B
2.000000,2003-02-26 16:54:00,2003-02-27 04:54:00,A,A,2003-02-27,A,A,A,A
2.000000,2003-02-27 16:50:00,2003-02-28 04:50:00,A,A,2003-02-28,A,A,A,A
2.000000,2003-02-28 16:43:00,2003-03-01 04:43:00,A,A,2003-03-01,A,A,A,A
2.000000,2003-03-01 16:56:00,2003-03-02 04:56:00,A,A,2003-03-02,A,A,A,A
2.000000,2003-03-02 17:10:00,2003-03-03 05:10:00,A,A,2003-03-03,A,B,A,B
2.000000,2003-03-03 17:08:00,2003-03-04 05:08:00,A,A,2003-03-04,A,B,A,B
2.000000,2003-03-04 16:00:00,2003-03-05 04:00:00,A,A,2003-03-05,B,B,B,B
2.000000,2003-03-05 16:08:00,2003-03-06 04:08:00,A,A,2003-03-06,A,B,A,B
2.000000,2003-03-06 18:07:00,2003-03-07 06:07:00,A,A,2003-03-07,B,A,B,A
2.000000,2003-03-07 17:03:59,2003-03-08 05:03:59,A,A,2003-03-08,D,D,B,A
4.000000,2003-02-08 09:35:00,2003-02-08 21:35:00,A,A,2003-02-08,A,A,A,A
4.000000,2003-02-08 16:49:00,2003-02-09 04:49:00,A,A,2003-02-09,B,A,B,A
4.000000,2003-02-09 16:10:00,2003-02-10 04:10:00,A,A,2003-02-10,A,A,A,A
4.000000,2003-02-10 16:12:00,2003-02-11 04:12:00,A,A,2003-02-11,B,A,B,A
4.000000,2003-02-11 16:30:00,2003-02-12 04:30:00,A,A,2003-02-12,A,A,A,A
4.000000,2003-02-12 16:46:00,2003-02-13 04:46:00,A,A,2003-02-13,A,A,A,A
4.000000,2003-02-13 16:13:00,2003-02-14 04:13:00,A,A,2003-02-14,A,A,A,A
4.000000,2003-02-14 16:05:59,2003-02-15 04:05:59,A,A,2003-02-15,D,D,A,B
4.000000,2003-02-15 16:13:00,2003-02-16 04:13:00,A,A,2003-02-16,A,B,A,B
4.000000,2003-02-16 15:51:00,2003-02-17 03:51:00,A,A,2003-02-17,A,B,A,B
4.000000,2003-02-17 16:09:00,2003-02-18 04:09:00,A,A,2003-02-18,D,D,A,B
4.000000,2003-02-18 15:58:00,2003-02-19 03:58:00,A,A,2003-02-19,B,A,B,A
4.000000,2003-02-19 15:48:00,2003-02-20 03:48:00,A,A,2003-02-20,A,A,A,A
4.000000,2003-02-20 16:05:00,2003-02-21 04:05:00,A,A,2003-02-21,A,A,A,A
4.000000,2003-02-21 17:09:00,2003-02-22 05:09:00,A,A,2003-02-22,A,A,A,A
4.000000,2003-02-22 17:32:00,2003-02-23 05:32:00,A,A,2003-02-23,A,A,A,A
4.000000,2003-02-23 15:36:00,2003-02-24 03:36:00,A,A,2003-02-24,A,A,A,A
4.000000,2003-02-24 18:00:00,2003-02-25 06:00:00,A,A,2003-02-25,A,A,A,A
4.000000,2003-02-25 17:06:59,2003-02-26 05:06:59,A,A,2003-02-26,B,A,B,A
4.000000,2003-02-26 16:50:59,2003-02-27 04:50:59,A,A,2003-02-27,B,A,B,A
4.000000,2003-02-27 16:46:00,2003-02-28 04:46:00,A,A,2003-02-28,A,B,A,B
4.000000,2003-02-28 16:37:00,2003-03-01 04:37:00,A,A,2003-03-01,A,B,A,B
4.000000,2003-03-01 16:52:00,2003-03-02 04:52:00,A,A,2003-03-02,A,B,A,B
4.000000,2003-03-02 17:06:00,2003-03-03 05:06:00,A,A,2003-03-03,A,A,A,A
4.000000,2003-03-03 17:05:00,2003-03-04 05:05:00,A,A,2003-03-04,A,A,A,A
4.000000,2003-03-04 16:02:00,2003-03-05 04:02:00,A,A,2003-03-05,A,A,A,A
4.000000,2003-03-05 16:36:00,2003-03-06 04:36:00,A,A,2003-03-06,A,A,A,A
4.000000,2003-03-06 18:04:00,2003-03-07 06:04:00,A,A,2003-03-07,A,A,A,A
4.000000,2003-03-07 17:00:00,2003-03-08 05:00:00,A,A,2003-03-08,B,A,B,A
5.000000,2003-02-08 09:49:59,2003-02-08 21:49:59,B,A,2003-02-08,B,A,B,A
5.000000,2003-02-09 08:18:00,2003-02-09 20:18:00,A,A,2003-02-09,A,A,A,A
5.000000,2003-02-09 16:12:00,2003-02-10 04:12:00,A,A,2003-02-10,D,D,B,A
5.000000,2003-02-10 16:13:00,2003-02-11 04:13:00,A,A,2003-02-11,A,B,A,B
5.000000,2003-02-11 16:33:00,2003-02-12 04:33:00,A,A,2003-02-12,A,B,A,B
5.000000,2003-02-12 16:49:00,2003-02-13 04:49:00,A,A,2003-02-13,A,A,A,A
5.000000,2003-02-13 16:15:00,2003-02-14 04:15:00,A,A,2003-02-14,A,B,A,B
5.000000,2003-02-14 16:07:00,2003-02-15 04:07:00,A,A,2003-02-15,A,A,A,A
5.000000,2003-02-15 16:15:00,2003-02-16 04:15:00,A,A,2003-02-16,A,A,A,A
5.000000,2003-02-16 15:53:00,2003-02-17 03:53:00,A,A,2003-02-17,A,A,A,A
5.000000,2003-02-18 08:12:00,2003-02-18 20:12:00,A,A,2003-02-18,A,A,A,A
5.000000,2003-02-22 08:30:00,2003-02-22 20:30:00,A,A,2003-02-22,A,A,A,A
6.000000,2003-02-08 10:05:00,2003-02-08 22:05:00,A,A,2003-02-08,A,A,A,A
6.000000,2003-02-08 16:53:00,2003-02-09 04:53:00,A,A,2003-02-09,D,D,B,A
6.000000,2003-02-09 16:14:00,2003-02-10 04:14:00,A,A,2003-02-10,B,A,B,A
6.000000,2003-02-10 16:18:00,2003-02-11 04:18:00,A,A,2003-02-11,B,A,B,A
6.000000,2003-02-11 16:34:59,2003-02-12 04:34:59,A,A,2003-02-12,D,D,A,B
6.000000,2003-02-12 16:52:00,2003-02-13 04:52:00,A,A,2003-02-13,A,A,A,A
6.000000,2003-02-13 16:26:00,2003-02-14 04:26:00,A,A,2003-02-14,A,B,A,B
6.000000,2003-02-14 16:08:00,2003-02-15 04:08:00,A,A,2003-02-15,A,B,A,B
6.000000,2003-02-15 16:16:00,2003-02-16 04:16:00,A,A,2003-02-16,A,B,A,B
6.000000,2003-02-16 15:55:00,2003-02-17 03:55:00,A,A,2003-02-17,D,D,A,B
6.000000,2003-02-17 16:13:00,2003-02-18 04:13:00,A,A,2003-02-18,A,A,A,A
6.000000,2003-02-18 15:56:00,2003-02-19 03:56:00,A,A,2003-02-19,A,A,A,A
6.000000,2003-02-19 15:49:59,2003-02-20 03:49:59,A,A,2003-02-20,A,A,A,A
6.000000,2003-02-20 16:10:00,2003-02-21 04:10:00,A,A,2003-02-21,A,A,A,A
6.000000,2003-02-21 17:06:59,2003-02-22 05:06:59,A,A,2003-02-22,B,A,B,A
6.000000,2003-02-22 17:35:00,2003-02-23 05:35:00,A,A,2003-02-23,A,A,A,A
6.000000,2003-02-23 15:40:00,2003-02-24 03:40:00,A,A,2003-02-24,A,A,A,A
6.000000,2003-02-24 17:58:00,2003-02-25 05:58:00,A,A,2003-02-25,B,A,B,A
6.000000,2003-02-25 17:05:00,2003-02-26 05:05:00,A,A,2003-02-26,A,A,A,A
6.000000,2003-02-26 16:49:00,2003-02-27 04:49:00,A,A,2003-02-27,A,A,A,A
6.000000,2003-02-27 16:43:00,2003-02-28 04:43:00,A,A,2003-02-28,A,B,A,B
6.000000,2003-02-28 16:34:59,2003-03-01 04:34:59,A,A,2003-03-01,A,B,A,B
6.000000,2003-03-01 16:50:00,2003-03-02 04:50:00,A,A,2003-03-02,A,B,A,B
6.000000,2003-03-02 17:03:59,2003-03-03 05:03:59,A,A,2003-03-03,B,A,B,A
6.000000,2003-03-03 17:01:00,2003-03-04 05:01:00,A,A,2003-03-04,A,A,A,A
6.000000,2003-03-04 16:05:59,2003-03-05 04:05:59,A,A,2003-03-05,A,B,A,B
6.000000,2003-03-05 16:31:00,2003-03-06 04:31:00,A,A,2003-03-06,D,D,B,A
6.000000,2003-03-06 18:00:00,2003-03-07 06:00:00,A,A,2003-03-07,A,A,A,A
6.000000,2003-03-07 16:59:00,2003-03-08 04:59:00,A,A,2003-03-08,A,A,A,A
7.000000,2003-02-08 10:16:00,2003-02-08 22:16:00,A,A,2003-02-08,A,A,A,A
7.000000,2003-02-08 16:55:00,2003-02-09 04:55:00,A,A,2003-02-09,B,A,B,A
7.000000,2003-02-09 16:16:00,2003-02-10 04:16:00,A,A,2003-02-10,A,B,A,B
7.000000,2003-02-10 16:20:00,2003-02-11 04:20:00,A,A,2003-02-11,A,A,A,A
7.000000,2003-02-11 16:34:59,2003-02-12 04:34:59,A,A,2003-02-12,A,A,A,A
7.000000,2003-02-12 16:54:00,2003-02-13 04:54:00,A,A,2003-02-13,A,B,A,B
7.000000,2003-02-13 16:27:00,2003-02-14 04:27:00,A,A,2003-02-14,A,B,A,B
7.000000,2003-02-14 16:11:00,2003-02-15 04:11:00,A,A,2003-02-15,A,A,A,A
7.000000,2003-02-15 16:17:00,2003-02-16 04:17:00,A,A,2003-02-16,A,A,A,A
7.000000,2003-02-16 15:58:00,2003-02-17 03:58:00,A,A,2003-02-17,A,B,A,B
7.000000,2003-02-17 16:14:00,2003-02-18 04:14:00,A,A,2003-02-18,A,A,A,A
7.000000,2003-02-18 15:54:00,2003-02-19 03:54:00,A,A,2003-02-19,A,A,A,A
7.000000,2003-02-19 15:51:00,2003-02-20 03:51:00,A,A,2003-02-20,A,A,A,A
7.000000,2003-02-20 16:13:00,2003-02-21 04:13:00,A,A,2003-02-21,B,A,B,A
7.000000,2003-02-21 17:05:00,2003-02-22 05:05:00,A,A,2003-02-22,A,A,A,A
7.000000,2003-02-22 17:35:59,2003-02-23 05:35:59,A,A,2003-02-23,B,A,B,A
7.000000,2003-02-23 15:41:00,2003-02-24 03:41:00,A,A,2003-02-24,D,D,B,A
7.000000,2003-02-24 17:57:00,2003-02-25 05:57:00,A,A,2003-02-25,B,A,B,A
7.000000,2003-02-25 17:03:00,2003-02-26 05:03:00,A,A,2003-02-26,B,A,B,A
7.000000,2003-02-26 16:47:59,2003-02-27 04:47:59,A,A,2003-02-27,A,A,A,A
7.000000,2003-02-27 16:41:00,2003-02-28 04:41:00,A,A,2003-02-28,B,A,B,A
7.000000,2003-02-28 16:33:00,2003-03-01 04:33:00,A,A,2003-03-01,A,A,A,A
7.000000,2003-03-01 16:47:59,2003-03-02 04:47:59,A,A,2003-03-02,A,A,A,A
7.000000,2003-03-02 17:03:00,2003-03-03 05:03:00,A,A,2003-03-03,A,A,A,A
7.000000,2003-03-03 17:00:00,2003-03-04 05:00:00,A,A,2003-03-04,A,A,A,A
7.000000,2003-03-04 16:07:00,2003-03-05 04:07:00,A,A,2003-03-05,A,A,A,A
7.000000,2003-03-05 16:30:00,2003-03-06 04:30:00,A,A,2003-03-06,A,A,A,A
7.000000,2003-03-06 17:59:00,2003-03-07 05:59:00,A,A,2003-03-07,A,A,A,A
7.000000,2003-03-07 16:57:00,2003-03-08 04:57:00,A,A,2003-03-08,A,A,A,A
8.000000,2003-02-08 10:41:00,2003-02-08 22:41:00,A,A,2003-02-08,A,A,A,A
8.000000,2003-02-08 17:11:00,2003-02-09 05:11:00,A,A,2003-02-09,B,A,B,A
8.000000,2003-02-09 16:18:00,2003-02-10 04:18:00,A,A,2003-02-10,B,A,B,A
8.000000,2003-02-10 16:21:59,2003-02-11 04:21:59,A,A,2003-02-11,A,B,A,B
8.000000,2003-02-11 16:39:00,2003-02-12 04:39:00,A,A,2003-02-12,A,B,A,B
8.000000,2003-02-12 17:00:00,2003-02-13 05:00:00,A,A,2003-02-13,A,B,A,B
8.000000,2003-02-13 16:32:00,2003-02-14 04:32:00,A,A,2003-02-14,A,B,A,B
8.000000,2003-02-14 16:12:00,2003-02-15 04:12:00,A,A,2003-02-15,D,D,B,A
8.000000,2003-02-15 16:18:59,2003-02-16 04:18:59,A,A,2003-02-16,A,A,A,A
8.000000,2003-02-16 16:02:00,2003-02-17 04:02:00,A,A,2003-02-17,A,A,A,A
8.000000,2003-02-17 16:18:00,2003-02-18 04:18:00,A,A,2003-02-18,B,A,B,A
8.000000,2003-02-18 15:51:00,2003-02-19 03:51:00,A,A,2003-02-19,B,A,B,A
8.000000,2003-02-19 15:53:00,2003-02-20 03:53:00,A,A,2003-02-20,A,A,A,A
8.000000,2003-02-20 16:18:00,2003-02-21 04:18:00,A,A,2003-02-21,D,D,B,A
8.000000,2003-02-21 17:03:00,2003-02-22 05:03:00,A,A,2003-02-22,B,A,B,A
8.000000,2003-02-22 17:38:00,2003-02-23 05:38:00,A,A,2003-02-23,A,A,A,A
8.000000,2003-02-23 15:43:00,2003-02-24 03:43:00,A,A,2003-02-24,D,D,B,A
8.000000,2003-02-24 17:54:00,2003-02-25 05:54:00,A,A,2003-02-25,A,A,A,A
8.000000,2003-02-25 17:00:00,2003-02-26 05:00:00,A,A,2003-02-26,A,A,A,A
8.000000,2003-02-26 16:46:00,2003-02-27 04:46:00,A,A,2003-02-27,B,A,B,A
8.000000,2003-02-27 16:39:00,2003-02-28 04:39:00,A,A,2003-02-28,A,B,A,B
8.000000,2003-02-28 16:29:00,2003-03-01 04:29:00,A,A,2003-03-01,B,B,B,B
8.000000,2003-03-01 16:47:00,2003-03-02 04:47:00,A,A,2003-03-02,A,B,A,B
8.000000,2003-03-02 17:00:00,2003-03-03 05:00:00,A,A,2003-03-03,B,B,B,B
8.000000,2003-03-03 16:55:00,2003-03-04 04:55:00,A,A,2003-03-04,A,B,A,B
8.000000,2003-03-04 16:09:00,2003-03-05 04:09:00,A,A,2003-03-05,A,B,A,B
8.000000,2003-03-05 16:28:00,2003-03-06 04:28:00,A,A,2003-03-06,A,B,A,B
8.000000,2003-03-06 17:58:00,2003-03-07 05:58:00,A,A,2003-03-07,D,D,A,B
8.000000,2003-03-07 16:54:00,2003-03-08 04:54:00,A,A,2003-03-08,D,D,A,B
9.000000,2003-02-08 10:47:59,2003-02-08 22:47:59,B,A,2003-02-08,B,A,B,A
9.000000,2003-02-09 16:18:59,2003-02-10 04:18:59,A,A,2003-02-10,B,A,B,A
9.000000,2003-02-10 16:21:59,2003-02-11 04:21:59,A,A,2003-02-11,B,A,B,A
9.000000,2003-02-11 16:40:00,2003-02-12 04:40:00,A,A,2003-02-12,B,A,B,A
9.000000,2003-02-12 17:01:00,2003-02-13 05:01:00,A,A,2003-02-13,B,A,B,A
9.000000,2003-02-13 16:34:00,2003-02-14 04:34:00,A,A,2003-02-14,D,D,B,A
9.000000,2003-02-14 16:15:00,2003-02-15 04:15:00,A,A,2003-02-15,A,A,A,A
9.000000,2003-02-15 16:20:00,2003-02-16 04:20:00,A,A,2003-02-16,A,A,A,A
9.000000,2003-02-16 16:05:59,2003-02-17 04:05:59,A,A,2003-02-17,D,D,A,B
9.000000,2003-02-17 16:20:00,2003-02-18 04:20:00,A,A,2003-02-18,D,D,A,B
9.000000,2003-02-18 15:49:00,2003-02-19 03:49:00,A,A,2003-02-19,A,A,A,A
9.000000,2003-02-19 15:54:00,2003-02-20 03:54:00,A,A,2003-02-20,A,A,A,A
9.000000,2003-02-20 16:20:00,2003-02-21 04:20:00,A,A,2003-02-21,A,A,A,A
9.000000,2003-02-21 17:02:00,2003-02-22 05:02:00,A,A,2003-02-22,A,A,A,A
9.000000,2003-02-22 17:39:00,2003-02-23 05:39:00,A,A,2003-02-23,A,A,A,A
9.000000,2003-02-23 15:46:00,2003-02-24 03:46:00,A,A,2003-02-24,A,A,A,A
9.000000,2003-02-24 17:53:00,2003-02-25 05:53:00,A,A,2003-02-25,A,A,A,A
9.000000,2003-02-25 16:59:00,2003-02-26 04:59:00,A,A,2003-02-26,A,A,A,A
9.000000,2003-02-26 16:45:00,2003-02-27 04:45:00,A,A,2003-02-27,A,A,A,A
9.000000,2003-02-27 16:37:00,2003-02-28 04:37:00,A,A,2003-02-28,B,A,B,A
9.000000,2003-02-28 16:28:00,2003-03-01 04:28:00,A,A,2003-03-01,D,D,A,B
9.000000,2003-03-01 16:45:00,2003-03-02 04:45:00,A,A,2003-03-02,B,A,B,A
9.000000,2003-03-02 16:59:00,2003-03-03 04:59:00,A,A,2003-03-03,A,A,A,A
9.000000,2003-03-03 16:54:00,2003-03-04 04:54:00,A,A,2003-03-04,A,A,A,A
9.000000,2003-03-04 16:11:00,2003-03-05 04:11:00,A,A,2003-03-05,A,A,A,A
9.000000,2003-03-05 16:24:00,2003-03-06 04:24:00,A,A,2003-03-06,D,D,A,B
9.000000,2003-03-06 17:57:00,2003-03-07 05:57:00,A,A,2003-03-07,A,B,A,B
9.000000,2003-03-07 16:52:00,2003-03-08 04:52:00,A,A,2003-03-08,D,D,B,A
11.000000,2003-02-08 11:19:59,2003-02-08 23:19:59,A,A,2003-02-08,A,A,A,A
11.000000,2003-02-09 16:23:00,2003-02-10 04:23:00,A,A,2003-02-10,B,A,B,A
11.000000,2003-02-10 16:25:00,2003-02-11 04:25:00,A,A,2003-02-11,B,A,B,A
11.000000,2003-02-11 16:44:00,2003-02-12 04:44:00,A,A,2003-02-12,B,A,B,A
11.000000,2003-02-12 17:03:59,2003-02-13 05:03:59,A,A,2003-02-13,B,A,B,A
11.000000,2003-02-13 16:36:00,2003-02-14 04:36:00,A,A,2003-02-14,A,A,A,A
11.000000,2003-02-14 16:18:59,2003-02-15 04:18:59,A,A,2003-02-15,A,A,A,A
11.000000,2003-02-15 16:21:59,2003-02-16 04:21:59,A,A,2003-02-16,A,A,A,A
11.000000,2003-02-16 16:33:00,2003-02-17 04:33:00,A,A,2003-02-17,D,D,B,A
11.000000,2003-02-17 16:24:00,2003-02-18 04:24:00,A,A,2003-02-18,D,D,A,B
11.000000,2003-02-18 15:39:00,2003-02-19 03:39:00,A,A,2003-02-19,A,B,A,B
11.000000,2003-02-19 16:02:00,2003-02-20 04:02:00,A,A,2003-02-20,A,B,A,B
11.000000,2003-02-20 16:25:00,2003-02-21 04:25:00,A,A,2003-02-21,A,B,A,B
11.000000,2003-02-21 16:47:59,2003-02-22 04:47:59,A,A,2003-02-22,A,A,A,A
11.000000,2003-02-22 17:51:00,2003-02-23 05:51:00,A,A,2003-02-23,A,A,A,A
11.000000,2003-02-23 15:48:00,2003-02-24 03:48:00,A,A,2003-02-24,A,A,A,A
11.000000,2003-02-24 17:44:00,2003-02-25 05:44:00,A,A,2003-02-25,A,A,A,A
11.000000,2003-02-25 16:50:00,2003-02-26 04:50:00,A,A,2003-02-26,A,A,A,A
11.000000,2003-02-26 16:37:00,2003-02-27 04:37:00,A,A,2003-02-27,A,A,A,A
11.000000,2003-02-27 16:28:00,2003-02-28 04:28:00,A,A,2003-02-28,B,A,B,A
11.000000,2003-02-28 16:13:00,2003-03-01 04:13:00,A,A,2003-03-01,B,A,B,A
11.000000,2003-03-01 16:32:00,2003-03-02 04:32:00,A,A,2003-03-02,A,A,A,A
11.000000,2003-03-02 16:43:00,2003-03-03 04:43:00,A,A,2003-03-03,A,B,A,B
11.000000,2003-03-03 16:41:00,2003-03-04 04:41:00,A,A,2003-03-04,B,A,B,A
11.000000,2003-03-04 16:05:59,2003-03-05 04:05:59,A,A,2003-03-05,A,A,A,A
11.000000,2003-03-05 16:10:00,2003-03-06 04:10:00,A,A,2003-03-06,B,B,B,B
11.000000,2003-03-06 17:48:59,2003-03-07 05:48:59,A,A,2003-03-07,A,B,A,B
11.000000,2003-03-07 16:45:00,2003-03-08 04:45:00,A,A,2003-03-08,A,A,A,A
12.000000,2003-02-08 11:25:00,2003-02-08 23:25:00,A,A,2003-02-08,A,A,A,A
12.000000,2003-02-09 15:30:00,2003-02-10 03:30:00,B,A,2003-02-10,B,A,B,A
12.000000,2003-02-10 17:00:00,2003-02-11 05:00:00,A,B,2003-02-11,A,B,A,B
12.000000,2003-02-11 17:00:00,2003-02-12 05:00:00,A,A,2003-02-12,A,B,A,B
12.000000,2003-02-12 17:23:00,2003-02-13 05:23:00,A,A,2003-02-13,A,B,A,B
12.000000,2003-02-13 17:01:00,2003-02-14 05:01:00,A,A,2003-02-14,A,B,A,B
12.000000,2003-02-14 16:29:00,2003-02-15 04:29:00,A,A,2003-02-15,A,B,A,B
12.000000,2003-02-15 16:30:00,2003-02-16 04:30:00,A,A,2003-02-16,B,A,B,A
12.000000,2003-02-16 20:19:59,2003-02-17 08:19:59,B,A,2003-02-17,B,A,B,A
12.000000,2003-02-17 16:33:00,2003-02-18 04:33:00,A,A,2003-02-18,A,A,A,A
12.000000,2003-02-18 15:36:59,2003-02-19 03:36:59,A,A,2003-02-19,D,D,B,A
12.000000,2003-02-19 16:05:59,2003-02-20 04:05:59,A,A,2003-02-20,A,A,A,A
12.000000,2003-02-20 16:53:00,2003-02-21 04:53:00,A,A,2003-02-21,A,A,A,A
12.000000,2003-02-21 16:46:00,2003-02-22 04:46:00,A,A,2003-02-22,A,A,A,A
12.000000,2003-02-22 17:53:00,2003-02-23 05:53:00,A,A,2003-02-23,A,A,A,A
12.000000,2003-02-23 15:56:00,2003-02-24 03:56:00,A,A,2003-02-24,A,A,A,A
12.000000,2003-02-24 17:40:00,2003-02-25 05:40:00,A,A,2003-02-25,A,A,A,A
12.000000,2003-02-25 16:46:00,2003-02-26 04:46:00,A,A,2003-02-26,A,B,A,B
12.000000,2003-02-26 16:34:00,2003-02-27 04:34:00,A,A,2003-02-27,A,B,A,B
12.000000,2003-02-27 16:25:00,2003-02-28 04:25:00,A,A,2003-02-28,A,B,A,B
12.000000,2003-02-28 16:07:00,2003-03-01 04:07:00,A,A,2003-03-01,A,A,A,A
12.000000,2003-03-01 16:29:00,2003-03-02 04:29:00,A,A,2003-03-02,A,A,A,A
12.000000,2003-03-02 16:41:00,2003-03-03 04:41:00,A,A,2003-03-03,A,A,A,A
12.000000,2003-03-03 16:38:00,2003-03-04 04:38:00,A,A,2003-03-04,A,B,A,B
12.000000,2003-03-04 16:04:00,2003-03-05 04:04:00,A,A,2003-03-05,B,B,B,B
12.000000,2003-03-05 16:02:00,2003-03-06 04:02:00,A,A,2003-03-06,B,A,B,A
12.000000,2003-03-06 17:47:00,2003-03-07 05:47:00,A,A,2003-03-07,A,A,A,A
12.000000,2003-03-07 16:42:00,2003-03-08 04:42:00,A,A,2003-03-08,B,A,B,A
13.000000,2003-02-08 11:30:00,2003-02-08 23:30:00,A,A,2003-02-08,A,A,A,A
13.000000,2003-02-08 17:18:00,2003-02-09 05:18:00,A,A,2003-02-09,D,D,B,A
13.000000,2003-02-09 16:25:00,2003-02-10 04:25:00,A,A,2003-02-10,B,A,B,A
13.000000,2003-02-10 16:39:00,2003-02-11 04:39:00,A,A,2003-02-11,B,A,B,A
13.000000,2003-02-11 17:00:00,2003-02-12 05:00:00,A,A,2003-02-12,A,B,A,B
13.000000,2003-02-12 17:25:00,2003-02-13 05:25:00,A,A,2003-02-13,B,A,B,A
13.000000,2003-02-13 17:00:00,2003-02-14 05:00:00,A,A,2003-02-14,A,B,A,B
